GEOID,within_dfo,within_aer,sel_sa_tracts
48453002107,1,1,1
48139060213,NA,NA,NA
48139060211,NA,NA,NA
48139060801,NA,NA,NA
48139060702,NA,NA,NA
48139060802,NA,NA,NA
48139060803,NA,NA,NA
48139060208,NA,NA,NA
48139060212,NA,NA,NA
48139060210,NA,NA,NA
48139060209,NA,NA,NA
48047950200,1,NA,1
48047950100,NA,NA,NA
48453002109,1,1,1
48453001840,1,1,1
48453000204,1,1,1
48453001740,1,1,1
48453001403,1,1,1
48453002108,1,1,1
48453001768,1,1,1
48039662900,1,1,1
48039662800,1,1,1
48453001822,1,1,1
48453001841,1,1,1
48453001845,1,1,1
48453001913,1,1,1
48453000902,1,1,1
48453001000,1,1,1
48453001100,1,1,1
48029191806,1,NA,1
48039662500,1,1,1
48039664100,1,1,1
48039664000,1,1,1
48039660100,1,1,1
48039662200,1,1,1
48039662400,1,1,1
48039661200,1,1,1
48039661000,1,1,1
48039663100,1,1,1
48039662000,1,1,1
48039664400,1,1,1
48039660300,1,1,1
48453001745,1,1,1
48453001749,1,1,1
48453001750,1,1,1
48453001751,1,1,1
48453001752,1,1,1
48453001753,1,1,1
48029121122,1,NA,1
48029191413,1,NA,1
48029191411,1,NA,1
48039660900,1,1,1
48039661300,1,1,1
48039661400,1,1,1
48039662100,1,1,1
48039662300,1,1,1
48039662700,1,1,1
48039663000,1,1,1
48039663200,1,1,1
48321730303,1,1,1
48029191813,1,NA,1
48453001754,1,1,1
48453001764,1,1,1
48453001769,1,1,1
48453001804,1,1,1
48453001805,1,1,1
48453001806,1,1,1
48453001811,1,1,1
48453001812,1,1,1
48453001813,1,1,1
48339692700,1,1,1
48339694700,1,1,1
48339693700,1,1,1
48339690500,1,1,1
48339694400,1,1,1
48339693900,1,1,1
48339690300,1,1,1
48339692300,1,1,1
48339693000,1,1,1
48339694600,1,1,1
48453001817,1,1,1
48453001818,1,1,1
48453001820,1,1,1
48453001821,1,1,1
48453001824,1,1,1
48453001828,1,1,1
48453001842,1,1,1
48453001843,1,1,1
48339692900,1,1,1
48339692200,1,1,1
48339694000,1,1,1
48339692500,1,1,1
48339691400,1,1,1
48339693400,1,1,1
48029121813,1,NA,NA
48029152202,1,NA,1
48029161503,1,NA,1
48029181817,1,NA,1
48029191817,1,NA,1
48453001200,1,1,1
48453001303,1,1,1
48453001304,1,1,1
48453001305,1,1,1
48453001307,1,1,1
48453001401,1,1,1
48453001829,1,1,1
48453001832,1,1,1
48453001833,1,1,1
48453001834,1,1,1
48453001835,1,1,1
48453001839,1,1,1
48453001844,1,1,1
48453001847,1,1,1
48453001848,1,1,1
48435950300,NA,NA,NA
48453001850,1,1,1
48453001851,1,1,1
48481740500,1,1,1
48481740800,1,1,1
48481741000,1,1,1
48481740300,1,1,1
48481741100,1,1,1
48029170600,1,NA,1
48029170700,1,NA,1
48029170800,1,NA,1
48029170900,1,NA,1
48029171000,1,NA,1
48029171200,1,NA,1
48441013300,NA,NA,NA
48441013402,NA,NA,NA
48441013500,NA,NA,NA
48441011700,NA,NA,NA
48051970200,1,1,1
48247950400,1,NA,1
48051970400,1,1,1
48051970500,1,1,1
48051970100,1,1,1
48051970300,1,1,1
48029161000,1,NA,1
48029161100,1,NA,1
48029190603,1,NA,1
48029191405,1,NA,1
48029131613,1,NA,1
48029190604,1,NA,1
48029181729,1,NA,1
48029161302,1,NA,1
48029980100,1,NA,1
48029161501,1,NA,1
48029171700,1,NA,1
48029171802,1,NA,1
48029171902,1,NA,1
48029171903,1,NA,1
48453000102,1,1,1
48453002005,1,1,1
48453002104,1,1,1
48259970402,1,NA,1
48259970401,1,NA,1
48259970301,1,NA,1
48029131609,1,NA,1
48005000400,1,NA,1
48005001100,1,NA,1
48029191815,1,NA,1
48005000700,1,NA,1
48005000500,1,NA,1
48005000200,1,NA,1
48005001200,1,NA,1
48005000102,1,NA,1
48005000800,1,NA,1
48005000600,1,NA,1
48005001300,1,NA,1
48453000203,1,1,1
48453000302,1,1,1
48453000401,1,1,1
48453001503,1,1,1
48453001402,1,1,1
48453001504,1,1,1
48453001505,1,1,1
48453001501,1,1,1
48453001602,1,1,1
48453001853,1,1,1
48453002002,1,1,1
48453002004,1,1,1
48029161504,1,NA,1
48029171602,1,NA,1
48029171919,1,NA,1
48029171601,1,NA,1
48029171922,1,NA,1
48297950100,1,NA,1
48297950200,1,1,1
48297950400,1,1,1
48297950300,1,NA,NA
48029141101,1,NA,1
48029131401,1,NA,1
48029141102,1,NA,1
48029141404,1,NA,1
48029151302,1,NA,1
48029160902,1,NA,1
48471790200,1,1,1
48471790400,1,1,1
48471790300,1,1,1
48471790500,1,1,1
48479001004,1,NA,1
48029121606,1,NA,1
48029161304,1,NA,1
48029161901,1,NA,1
48029160502,1,NA,1
48029161802,1,NA,1
48225950700,1,NA,NA
48225950200,1,NA,NA
48225950100,1,NA,1
48225950500,1,NA,NA
48225950600,1,NA,1
48225950300,1,NA,NA
48143950202,NA,NA,NA
48143950201,NA,NA,NA
48225950400,1,NA,NA
48353950100,NA,NA,NA
48353950500,NA,NA,NA
48201240902,1,1,1
48029131506,1,NA,1
48029130401,1,NA,1
48029121702,1,NA,NA
48029131402,1,NA,1
48029121810,1,NA,NA
48029131612,1,NA,1
48333950100,1,NA,1
48333950200,1,NA,1
48331950401,1,1,1
48217961400,1,NA,1
48245000308,1,1,1
48245000307,1,1,1
48245000310,1,1,1
48039661900,1,1,1
48039664300,1,1,1
48039660400,1,1,1
48039662600,1,1,1
48039660500,1,1,1
48039664501,1,1,1
48039661700,1,1,1
48039661800,1,1,1
48299970600,1,NA,1
48299970100,1,NA,1
48299970300,1,NA,1
48299970400,1,NA,1
48299970500,1,NA,1
48299970200,1,NA,1
48453001912,1,1,1
48099010101,1,NA,1
48099010300,1,NA,1
48099010102,1,NA,1
48099010501,1,NA,1
48099010502,1,NA,1
48099010804,1,NA,1
48099010803,1,NA,1
48099010201,1,NA,1
48187210506,1,1,1
48339691302,1,1,1
48339691602,1,1,1
48339693102,1,1,1
48339692801,1,1,1
48409011100,1,1,1
48491020804,1,1,1
48491021507,1,1,1
48491020603,1,1,1
48491021504,1,1,1
48491020806,1,1,1
48035950100,1,NA,1
48035950400,1,NA,1
48035950300,1,NA,1
48035950700,1,NA,1
48035950600,1,NA,1
48035950200,1,NA,1
48491021506,1,1,1
48491020111,1,1,1
48491020807,1,1,1
48491020315,1,1,1
48491020313,1,1,1
48491020322,1,1,1
48491020312,1,1,1
48331950700,1,1,1
48331950100,1,NA,NA
48331950300,1,1,1
48331950500,1,1,1
48331950800,1,1,1
48491020327,1,1,1
48491020323,1,1,1
48491020316,1,1,1
48491020410,1,1,1
48441980000,NA,NA,NA
48055960400,1,1,1
48055960500,1,1,1
48055960300,1,1,1
48055960700,1,1,1
48055960600,1,1,1
48055960200,1,1,1
48201210500,1,1,1
48265960600,1,NA,1
48201221400,1,1,1
48201221500,1,1,1
48201210600,1,1,1
48201210700,1,1,1
48201221600,1,1,1
48201313000,1,1,1
48201543100,1,1,1
48201420400,1,1,1
48201511100,1,1,1
48201540200,1,1,1
48201231100,1,1,1
48201231300,1,1,1
48201231500,1,1,1
48201231600,1,1,1
48201231700,1,1,1
48201251700,1,1,1
48201340900,1,1,1
48201252900,1,1,1
48201230300,1,1,1
48201542200,1,1,1
48201423500,1,1,1
48201420100,1,1,1
48201521500,1,1,1
48201241400,1,1,1
48201343100,1,1,1
48201310400,1,1,1
48201320100,1,1,1
48201210800,1,1,1
48201210900,1,1,1
48265960800,1,NA,1
48265960100,1,NA,1
48265960200,1,NA,1
48265960700,1,NA,1
48201231800,1,1,1
48201231900,1,1,1
48251130500,1,NA,1
48251130100,NA,NA,NA
48251130900,NA,NA,NA
48251130700,NA,NA,NA
48201232000,1,1,1
48201232100,1,1,1
48201232200,1,1,1
48201230400,1,1,1
48201511400,1,1,1
48201250900,1,1,1
48251130408,NA,NA,NA
48251130302,NA,NA,NA
48251130410,NA,NA,NA
48201341600,1,1,1
48201340700,1,1,1
48201310800,1,1,1
48201321300,1,1,1
48201233300,1,1,1
48201232500,1,1,1
48201232800,1,1,1
48201454400,1,1,1
48351950100,1,NA,NA
48351950300,1,1,1
48351950400,1,1,1
48351950200,1,1,1
48201240400,1,1,1
48201532200,1,1,1
48201555200,1,1,1
48201431600,1,1,1
48201430100,1,1,1
48201340400,1,1,1
48201310900,1,1,1
48201252500,1,1,1
48201452300,1,1,1
48201412500,1,1,1
48201531000,1,1,1
48201552200,1,1,1
48201341700,1,1,1
48201333500,1,1,1
48201321800,1,1,1
48201311200,1,1,1
48201211000,1,1,1
48201211100,1,1,1
48201211200,1,1,1
48201211300,1,1,1
48201211400,1,1,1
48201221700,1,1,1
48201232600,1,1,1
48201453200,1,1,1
48201413000,1,1,1
48201420800,1,1,1
48201251800,1,1,1
48201252600,1,1,1
48201540700,1,1,1
48491020403,1,1,1
48491020404,1,1,1
48201232900,1,1,1
48201542900,1,1,1
48201510700,1,1,1
48201252800,1,1,1
48201553900,1,1,1
48201411600,1,1,1
48201332900,1,1,1
48201253200,1,1,1
48201221800,1,1,1
48055960101,1,1,1
48055960102,1,1,1
48201221900,1,1,1
48201222000,1,1,1
48201520400,1,1,1
48201350700,1,1,1
48201341400,1,1,1
48201310600,1,1,1
48201254700,1,1,1
48201322600,1,1,1
48201310700,1,1,1
48201231200,1,1,1
48201222100,1,1,1
48201222200,1,1,1
48201222300,1,1,1
48201211900,1,1,1
48491020405,1,1,1
48201422000,1,1,1
48491020406,1,1,1
48491020503,1,1,1
48491020504,1,1,1
48491020602,1,1,1
48201211500,1,1,1
48201211600,1,1,1
48201211700,1,1,1
48201531200,1,1,1
48201342900,1,1,1
48201312300,1,1,1
48201253100,1,1,1
48201553200,1,1,1
48201332000,1,1,1
48201350100,1,1,1
48201412600,1,1,1
48201452600,1,1,1
48201520300,1,1,1
48505950301,1,NA,1
48201231400,1,1,1
48201421300,1,1,1
48201252700,1,1,1
48201532700,1,1,1
48201530200,1,1,1
48201530500,1,1,1
48201555600,1,1,1
48201100000,1,1,1
48201210100,1,1,1
48451001600,NA,NA,NA
48201220100,1,1,1
48201220200,1,1,1
48201222600,1,1,1
48201222700,1,1,1
48201222800,1,1,1
48201222900,1,1,1
48201223100,1,1,1
48455950400,1,1,1
48455950500,1,1,1
48455950200,1,NA,NA
48455950300,1,NA,NA
48403950200,1,NA,1
48403950100,1,NA,1
48201220300,1,1,1
48201220400,1,1,1
48201220500,1,1,1
48201220600,1,1,1
48265960500,1,NA,1
48201230100,1,1,1
48201230200,1,1,1
48201230500,1,1,1
48201230600,1,1,1
48201230700,1,1,1
48201230800,1,1,1
48209010500,1,1,1
48209010901,1,1,1
48209010200,1,1,1
48209010902,1,1,1
48209010600,1,1,1
48209010400,1,1,1
48167723700,1,1,1
48005000101,1,NA,1
48005001001,1,NA,1
48201210400,1,1,1
48201220700,1,1,1
48201220800,1,1,1
48005001002,1,NA,1
48005000302,1,NA,1
48201220900,1,1,1
48201221000,1,1,1
48201221100,1,1,1
48201221200,1,1,1
48201221300,1,1,1
48201230900,1,1,1
48201231000,1,1,1
48201251600,1,1,1
48201332300,1,1,1
48201254200,1,1,1
48201252400,1,1,1
48005000901,1,NA,1
48201313400,1,1,1
48201313500,1,1,1
48201313600,1,1,1
48201313700,1,1,1
48201250100,1,1,1
48201250200,1,1,1
48201250500,1,1,1
48201250600,1,1,1
48167724000,1,1,1
48167724300,1,1,1
48167724400,1,1,1
48167724500,1,1,1
48167724600,1,1,1
48167724700,1,1,1
48167724800,1,1,1
48167725000,1,1,1
48167725100,1,1,1
48201253700,1,1,1
48201313800,1,1,1
48201313900,1,1,1
48167725200,1,1,1
48167990000,1,1,1
48167723502,1,1,1
48167723501,1,1,1
48201314300,1,1,1
48201320200,1,1,1
48201253800,1,1,1
48201253900,1,1,1
48201254000,1,1,1
48201254100,1,1,1
48241950400,1,1,1
48241950800,1,1,1
48241950300,1,1,1
48241950600,1,1,1
48241950500,1,1,1
48241950700,1,1,1
48241950100,1,NA,1
48241950200,1,1,1
48201254300,1,1,1
48201254400,1,1,1
48201254500,1,1,1
48201254600,1,1,1
48201310100,1,1,1
48201310200,1,1,1
48201310300,1,1,1
48201310500,1,1,1
48287000100,1,1,1
48287000300,1,1,1
48287000400,1,1,1
48287000200,1,1,1
48201250800,1,1,1
48201251000,1,1,1
48201251100,1,1,1
48201251200,1,1,1
48293970800,1,NA,1
48293970600,1,NA,1
48293970200,1,NA,1
48293970400,1,NA,1
48293970700,1,NA,1
48293970100,1,NA,1
48293970300,1,NA,1
48293970500,1,NA,1
48201251300,1,1,1
48091310100,1,1,1
48127950400,1,NA,1
48163950100,1,NA,1
48163950300,1,NA,1
48163950200,1,NA,1
48403950300,1,NA,NA
48171950400,1,NA,1
48171950300,1,NA,1
48171950500,1,NA,1
48171950200,1,NA,1
48171950100,1,NA,1
48347951100,1,NA,1
48347950301,1,NA,1
48347950302,1,NA,1
48347950600,1,NA,1
48347950800,1,NA,1
48347950900,1,NA,1
48347950100,1,NA,1
48347950700,1,NA,1
48347951000,1,NA,1
48347950200,1,NA,1
48347950400,1,NA,1
48283950300,1,NA,1
48057000500,1,1,1
48057990000,1,1,1
48221160301,NA,NA,NA
48221160204,NA,NA,NA
48355002706,1,1,1
48029121906,1,NA,1
48201554902,1,1,1
48201555301,1,1,1
48201251502,1,1,1
48201252302,1,1,1
48201321402,1,1,1
48201350802,1,1,1
48201343302,1,1,1
48201410402,1,1,1
48201432001,1,1,1
48201421401,1,1,1
48201431302,1,1,1
48201433001,1,1,1
48201452202,1,1,1
48201452802,1,1,1
48201542302,1,1,1
48201520602,1,1,1
48491020108,1,1,1
48491020106,1,1,1
48491020112,1,1,1
48491020204,1,1,1
48491020805,1,1,1
48491020803,1,1,1
48491020604,1,1,1
48491020508,1,1,1
48491020409,1,1,1
48491020411,1,1,1
48491020107,1,1,1
48491020201,1,1,1
48491020105,1,1,1
48491020809,1,1,1
48491021505,1,1,1
48491020706,1,1,1
48491020605,1,1,1
48491020509,1,1,1
48201541003,1,1,1
48201554403,1,1,1
48201554402,1,1,1
48201543001,1,1,1
48201555303,1,1,1
48201555302,1,1,1
48201554302,1,1,1
48201554502,1,1,1
48201554301,1,1,1
48201554802,1,1,1
48201555701,1,1,1
48201555501,1,1,1
48201555402,1,1,1
48201251401,1,1,1
48201334002,1,1,1
48201422401,1,1,1
48201550602,1,1,1
48201552301,1,1,1
48201452801,1,1,1
48201324100,1,1,1
48201556000,1,1,1
48201334100,1,1,1
48201343700,1,1,1
48309004103,1,NA,1
48309980000,1,NA,1
48091310901,1,NA,1
48091310902,1,1,1
48091310701,1,NA,NA
48091310606,1,NA,NA
48091310903,1,1,1
48091310603,1,NA,1
48091310704,1,NA,1
48029182105,1,NA,1
48029182106,1,NA,1
48029131615,1,NA,1
48029191702,1,NA,1
48029121809,1,NA,NA
48029121811,1,NA,NA
48029121910,1,NA,NA
48029191809,1,NA,NA
48029131802,1,NA,1
48029152201,1,NA,1
48029162004,1,NA,1
48029162003,1,NA,1
48029171502,1,NA,1
48029171301,1,NA,1
48029172007,1,NA,1
48029180603,1,NA,1
48029191807,1,NA,1
48029182002,1,NA,1
48029181825,1,NA,1
48059030200,NA,NA,NA
48029182001,1,NA,1
48029181902,1,NA,1
48029191811,1,NA,1
48029121808,1,NA,NA
48029121903,1,NA,1
48029121907,1,NA,NA
48029131801,1,NA,NA
48029141403,1,NA,1
48029182003,1,NA,1
48505950302,1,NA,1
48505950400,NA,NA,NA
48453001916,1,1,1
48453001783,1,1,1
48453001918,1,1,1
48453001784,1,1,1
48453001780,1,1,1
48453002428,1,1,1
48453001775,1,1,1
48453001770,1,1,1
48453001854,1,1,1
48453002210,1,1,1
48453002207,1,1,1
48453002209,1,1,1
48453001914,1,1,1
48453002433,1,1,1
48453002429,1,1,1
48453002430,1,1,1
48453000304,1,1,1
48453002319,1,1,1
48453001773,1,1,1
48453002426,1,1,1
48029121909,1,NA,NA
48259970302,1,NA,1
48029151100,1,NA,1
48029160100,1,NA,1
48029160300,1,NA,1
48029160400,1,NA,1
48029160600,1,NA,1
48029160701,1,NA,1
48245011304,1,1,1
48245980000,1,1,1
48025950202,1,1,1
48025950201,1,1,1
48347950502,1,NA,1
48347950501,1,NA,1
48203020103,NA,NA,NA
48203020604,NA,NA,NA
48203020603,NA,NA,NA
48073950802,1,NA,1
48073950801,1,NA,1
48391950400,1,1,1
48175960200,1,1,1
48175960100,1,1,1
48323950700,NA,NA,NA
48281950500,1,NA,1
48281950400,1,NA,1
48281950100,1,NA,1
48309002100,1,NA,NA
48199030502,1,1,1
48199030600,1,1,1
48199030300,1,1,1
48199030200,1,1,1
48199030100,1,1,1
48199030800,1,1,1
48199030501,1,1,1
48199030700,1,1,1
48199031000,1,1,1
48199030400,1,1,1
48199030900,1,1,1
48131950500,1,NA,1
48401950502,1,NA,1
48401950501,1,NA,1
48339690900,1,1,1
48309002498,1,NA,1
48309002501,1,NA,1
48309002503,1,NA,1
48309002504,1,NA,1
48325000102,1,NA,1
48325000402,1,NA,1
48325000101,1,NA,1
48325000401,1,NA,1
48423001604,NA,NA,NA
48423001906,1,NA,1
48423001908,1,NA,1
48423001907,1,NA,1
48423001905,1,NA,1
48423001403,NA,NA,NA
48423002102,1,NA,1
48423002101,1,NA,1
48423980000,1,NA,1
48013960402,1,NA,1
48013960202,1,NA,1
48213950901,1,NA,1
48213950602,1,NA,1
48213950902,1,NA,1
48213950903,1,NA,1
48213950601,1,NA,1
48013960401,1,NA,1
48013960100,1,NA,1
48013960500,1,NA,1
48013960201,1,NA,1
48013960300,1,NA,1
48013960600,1,NA,1
48453001774,1,1,1
48453001846,1,1,1
48409010202,1,1,1
48409010302,1,1,1
48409010301,1,1,1
48409010201,1,1,1
48221160100,NA,NA,NA
48239950300,1,1,1
48239950200,1,1,1
48239950100,1,1,1
48261950100,NA,NA,NA
48319950100,1,NA,1
48319950200,1,NA,1
48339691000,1,1,1
48469001503,1,1,1
48469001504,1,1,1
48339691100,1,1,1
48339691200,1,1,1
48339691500,1,1,1
48339691700,1,1,1
48453001756,1,1,1
48453001917,1,1,1
48373210204,1,1,1
48373210203,1,1,1
48373210302,1,1,1
48373210206,1,1,1
48373210301,1,1,1
48373210205,1,1,1
48339691900,1,1,1
48339692100,1,1,1
48339692400,1,1,1
48453000206,1,1,1
48453000305,1,1,1
48453000205,1,1,1
48453000307,1,1,1
48453002318,1,1,1
48453001919,1,1,1
48309002600,1,NA,1
48309002700,1,NA,1
48309002800,1,NA,1
48309003000,1,NA,1
48309003200,1,NA,1
48339690700,1,1,1
48339690800,1,1,1
48339693200,1,1,1
48339693300,1,1,1
48309003300,1,NA,1
48339693500,1,1,1
48339693600,1,1,1
48339693800,1,1,1
48339694500,1,1,1
48339690100,1,1,1
48339691800,1,1,1
48365950200,NA,NA,NA
48365950500,1,NA,1
48365950100,NA,NA,NA
48365950600,1,NA,1
48365950300,1,NA,1
48365950400,1,NA,1
48187210901,1,1,1
48187210603,1,1,1
48187210902,1,1,1
48187210604,1,NA,NA
48187210504,1,1,1
48187210200,1,1,1
48187210801,1,1,1
48187210100,1,1,1
48187210400,1,1,1
48187210705,1,NA,1
48187210606,1,1,1
48405950300,1,NA,1
48405950200,1,NA,1
48405950100,1,NA,1
48455950100,1,NA,NA
48187210300,1,1,1
48453001757,1,1,1
48453001781,1,1,1
48453001864,1,1,1
48453001772,1,1,1
48453001777,1,1,1
48453001778,1,1,1
48187210706,1,NA,1
48091310300,1,1,1
48091310401,1,1,1
48091310200,1,1,1
48355005407,1,1,1
48355005408,1,1,1
48355005410,1,1,1
48355002601,1,1,1
48309003703,1,NA,NA
48309003706,1,NA,NA
48309003707,1,NA,1
48309003708,1,NA,1
48201250301,1,1,1
48201250302,1,1,1
48201251901,1,1,1
48201232302,1,1,1
48201232401,1,1,1
48201422302,1,1,1
48201422301,1,1,1
48201423402,1,1,1
48201423302,1,1,1
48201423401,1,1,1
48201431502,1,1,1
48201431301,1,1,1
48201431202,1,1,1
48201522402,1,1,1
48201522401,1,1,1
48201552302,1,1,1
48201552002,1,1,1
48201552101,1,1,1
48201552001,1,1,1
48201552103,1,1,1
48355003602,1,1,1
48355005406,1,1,1
48355005802,1,1,1
48427950101,NA,NA,NA
48427950202,NA,NA,NA
48309004201,1,NA,1
48201232402,1,1,1
48201232403,1,1,1
48201232702,1,1,1
48201233101,1,1,1
48201233003,1,1,1
48029151200,1,NA,1
48029151600,1,NA,1
48029151700,1,NA,1
48201233102,1,1,1
48201431102,1,1,1
48201431101,1,1,1
48201431402,1,1,1
48201433003,1,1,1
48201432902,1,1,1
48201432901,1,1,1
48201432802,1,1,1
48201433202,1,1,1
48201433201,1,1,1
48201433002,1,1,1
48201433502,1,1,1
48201552102,1,1,1
48201554002,1,1,1
48201554102,1,1,1
48201554101,1,1,1
48183980000,NA,NA,NA
48201554801,1,1,1
48201555401,1,1,1
48201555702,1,1,1
48201232701,1,1,1
48201233103,1,1,1
48309000200,1,NA,1
48309000300,1,NA,1
48407200101,1,1,1
48407200300,1,1,1
48309000400,1,NA,1
48407200200,1,1,1
48407200102,1,1,1
48201233702,1,1,1
48201240801,1,1,1
48201241101,1,1,1
48355002705,1,1,1
48355002704,1,1,1
48355005602,1,1,1
48355000800,1,1,1
48355002200,1,1,1
48355003202,1,1,1
48355000600,1,1,1
48355005601,1,1,1
48355006000,1,1,1
48355000700,1,1,1
48355003500,1,1,1
48355005801,1,1,1
48355002900,1,1,1
48201241102,1,1,1
48201330302,1,1,1
48201331601,1,1,1
48201333201,1,1,1
48201340301,1,1,1
48201342001,1,1,1
48201421101,1,1,1
48201423301,1,1,1
48201431201,1,1,1
48201451001,1,1,1
48201451901,1,1,1
48201452201,1,1,1
48201453401,1,1,1
48321730301,1,1,1
48321990000,1,1,1
48309004000,1,NA,1
48309004202,1,NA,1
48309000100,1,NA,1
48201453402,1,1,1
48201454301,1,1,1
48201454501,1,1,1
48167725300,1,1,1
48167725400,1,1,1
48167725500,1,1,1
48167725600,1,1,1
48167725800,1,1,1
48167725900,1,1,1
48201455101,1,1,1
48201532501,1,1,1
48193950100,1,NA,1
48193950300,1,NA,1
48193950200,1,NA,1
48493000402,1,1,1
48493000500,1,1,1
48493000201,1,NA,1
48493000600,1,NA,1
48493000202,1,NA,1
48493000300,1,NA,1
48493000102,1,1,1
48201533901,1,1,1
48201534201,1,1,1
48201551703,1,1,1
48201540501,1,1,1
48201540901,1,1,1
48245005500,1,1,1
48245005900,1,1,1
48245006100,1,1,1
48015760400,1,1,1
48015760300,1,1,1
48015760100,1,1,1
48015760200,1,1,1
48491020314,1,1,1
48491021508,1,1,1
48491020114,1,1,1
48491021601,1,1,1
48491020110,1,1,1
48491020319,1,1,1
48491020318,1,1,1
48491020317,1,1,1
48491020115,1,1,1
48491020510,1,1,1
48491020202,1,1,1
48491021603,1,1,1
48491020109,1,1,1
48491020320,1,1,1
48491020325,1,1,1
48491020321,1,1,1
48491020328,1,1,1
48201233001,1,1,1
48201233002,1,1,1
48201252301,1,1,1
48201323801,1,1,1
48201323802,1,1,1
48201433501,1,1,1
48201451403,1,1,1
48201451602,1,1,1
48201451601,1,1,1
48201541001,1,1,1
48201542101,1,1,1
48491020324,1,1,1
48245010902,1,1,1
48245010500,1,1,1
48245000101,1,1,1
48491020326,1,1,1
48491020311,1,1,1
48491020507,1,1,1
48491020506,1,1,1
48491020408,1,1,1
48491020505,1,1,1
48491020707,1,1,1
48245000102,1,1,1
48245000302,1,1,1
48245006600,1,1,1
48245000400,1,1,1
48245000500,1,1,1
48245000200,1,1,1
48245011102,1,1,1
48245011201,1,1,1
48245011202,1,1,1
48245011203,1,1,1
48245011302,1,1,1
48453001915,1,1,1
48453002425,1,1,1
48453001776,1,1,1
48453001859,1,1,1
48029191814,1,NA,NA
48029172006,1,NA,1
48491020203,1,1,1
48491020708,1,1,1
48491021602,1,1,1
48491020808,1,1,1
48463950200,NA,NA,NA
48463950100,1,NA,1
48463950500,1,NA,1
48463950400,1,NA,1
48463950300,1,NA,1
48029181822,1,NA,1
48029181818,1,NA,1
48029181821,1,NA,1
48029181724,1,NA,1
48029181723,1,NA,1
48029181726,1,NA,1
48029181721,1,NA,1
48099010503,1,NA,1
48467951000,NA,NA,NA
48467950900,NA,NA,NA
48245000700,1,1,1
48245001100,1,1,1
48245001200,1,1,1
48099010504,1,NA,1
48027023202,1,NA,1
48167724101,1,1,1
48245000600,1,1,1
48453001857,1,1,1
48453002434,1,1,1
48453002208,1,1,1
48019000102,1,NA,1
48029181720,1,NA,1
48029181826,1,NA,1
48029181824,1,NA,1
48029181823,1,NA,1
48029181901,1,NA,1
48453002431,1,1,1
48071990000,1,1,1
48029191202,1,NA,1
48029191410,1,NA,1
48029191701,1,NA,1
48029191201,1,NA,1
48029131100,1,NA,1
48029191412,1,NA,1
48029161303,1,NA,1
48029160901,1,NA,1
48021950802,1,1,1
48021950501,1,1,1
48027020202,1,NA,1
48027980001,1,NA,1
48091310608,1,NA,NA
48091310605,1,NA,NA
48029181403,1,NA,1
48183001500,NA,NA,NA
48183010500,NA,NA,NA
48183010700,NA,NA,NA
48029121119,1,NA,1
48029121121,1,NA,1
48029160501,1,NA,1
48029191005,1,NA,1
48029171915,1,NA,1
48029171921,1,NA,1
48029171923,1,NA,1
48091310607,1,NA,NA
48091310702,1,NA,1
48091310802,1,NA,NA
48091310502,1,1,1
48027020401,1,NA,1
48027023203,1,NA,1
48479001105,1,NA,1
48479001401,1,NA,1
48453002427,1,1,1
48453002317,1,1,1
48453001860,1,1,1
48453001863,1,1,1
48479001811,1,NA,1
48479001003,1,NA,1
48479001201,1,NA,1
48309004300,1,NA,NA
48479001808,1,NA,1
48479001722,1,NA,1
48021950200,1,1,1
48021950600,1,1,1
48021950100,1,1,1
48021950300,1,1,1
48479001812,1,NA,1
48479001814,1,NA,1
48479001202,1,NA,1
48479001104,1,NA,1
48021950700,1,1,1
48021950400,1,1,1
48019000200,1,NA,1
48019000300,1,NA,1
48019000400,1,NA,1
48479000109,1,NA,1
48479000108,1,NA,1
48479001815,1,NA,1
48479000602,1,NA,1
48479001402,1,NA,1
48479000904,1,NA,1
48157672601,1,1,1
48157673001,1,1,1
48157673003,1,1,1
48245006300,1,1,1
48245006400,1,1,1
48245006500,1,1,1
48245006700,1,1,1
48245006800,1,1,1
48245007001,1,1,1
48453001785,1,1,1
48453001779,1,1,1
48221160210,NA,NA,NA
48029161902,1,NA,1
48091310404,1,1,1
48091310503,1,1,1
48039660702,1,1,1
48039660602,1,1,1
48039661602,1,1,1
48039661601,1,1,1
48039660601,1,1,1
48039660701,1,1,1
48091310604,1,NA,NA
48091310403,1,1,1
48091310501,1,1,1
48453001771,1,1,1
48453000306,1,1,1
48453002211,1,1,1
48453001782,1,1,1
48453002500,1,1,1
48453001786,1,1,1
48453001858,1,1,1
48453001855,1,1,1
48453001862,1,1,1
48453002212,1,1,1
48453002436,1,1,1
48039990000,1,1,1
48029181725,1,NA,1
48029161801,1,NA,1
48029181722,1,NA,1
48029181730,1,NA,1
48029131507,1,NA,1
48029131608,1,NA,1
48245001301,1,1,1
48453002432,1,1,1
48453002435,1,1,1
48245007002,1,1,1
48245005600,1,1,1
48479001103,1,NA,1
48479001716,1,NA,1
48479001718,1,NA,1
48479001719,1,NA,1
48453001861,1,1,1
48479001601,1,NA,1
48157670102,1,1,1
48157670101,1,1,1
48157670602,1,1,1
48029121701,1,NA,1
48029121605,1,NA,1
48029131610,1,NA,1
48157671002,1,1,1
48157670901,1,1,1
48157671001,1,1,1
48157670902,1,1,1
48029131505,1,NA,1
48029131614,1,NA,1
48201240802,1,1,1
48201340201,1,1,1
48201340202,1,1,1
