fid,GEOID,NLCD16_WA,DFOfloodArea,DFOfRatio,within_dfo,within_aer,population,fldPopDFO,fldPopPctDFO,Shape_Area
2219,48491020320,88311.14895,,,1,1,6289,0,0,10880545.67
2220,48491020325,0,,,1,1,2685,0,0,1370864.56
2221,48491020321,0,,,1,1,1715,0,0,1605572.269
2222,48491020328,0,,,1,1,6755,0,0,3507366.92
2223,48201233001,0,5409.871864,0.005741317,1,1,3800,0,0,942270.2194
2224,48201233002,0,120962.1106,0.070329778,1,1,4004,31,0.007742258,1719927.462
2225,48201252301,0,150452.5957,0.055141538,1,1,8921,128,0.014348167,2728480.192
2226,48201323801,0,,,1,1,3285,0,0,1330970.471
2227,48201323802,0,25010.366,0.01040426,1,1,4973,4,0.000804343,2403858.331
2228,48201433501,0,7154.99099,0.005746014,1,1,4828,0,0,1245209.474
2229,48201451403,0,53863.50127,0.045938767,1,1,4755,0,0,1172506.47
2230,48201451602,0,234609.7296,0.055068456,1,1,9188,71,0.007727471,4260328.892
2231,48201451601,0,154528.3837,0.046195995,1,1,6688,204,0.030502392,3345060.056
2232,48201541001,6996.399101,397241.6362,0.07458552,1,1,10788,737,0.068316648,5332985.178
2233,48201542101,0,430934.2271,0.047471937,1,1,20146,564,0.027995632,9077662.976
2234,48491020324,0,,,1,1,7981,0,0,5940807.125
2235,48245010902,587222.0505,,,1,1,4458,0,0,9751668.225
2236,48245010500,0,,,1,1,3986,0,0,3176721.351
2237,48245000101,371787.3742,329208.8549,0.018490337,1,1,5290,0,0,18176161.27
2238,48491020326,51099.50239,,,1,1,5761,0,0,4851366.439
2239,48491020311,25586.19562,,,1,1,5201,0,0,7265704.381
2240,48491020507,0,,,1,1,2916,0,0,1500385.379
2241,48491020506,0,,,1,1,6639,0,0,3841237.081
2242,48491020408,10309.89858,,,1,1,3865,0,0,3178001.048
2243,48491020505,0,,,1,1,2520,0,0,2587880.068
2244,48491020707,1030.587341,,,1,1,4404,0,0,2944704.83
2245,48245000102,234792.6748,,,1,1,2024,0,0,8238989.492
2246,48245000302,0,,,1,1,7086,0,0,7470081.436
2247,48245006600,2585759.39,2135161.327,0.091026448,1,1,3589,12,0.00334355,26042253.78
2248,48245000400,18193.13071,,,1,1,3999,0,0,3983402.427
2249,48245000500,0,,,1,1,2034,0,0,2740599.401
2250,48245000200,22411.47241,,,1,1,5034,0,0,6100466.538
2251,48245011102,0,,,1,1,2547,0,0,2577236.844
2252,48245011201,9727503.506,4270928.911,0.075702861,1,1,7447,14,0.001879952,66144510.43
2253,48245011202,0,,,1,1,,,,1611536.376
2254,48245011203,108336.5582,,,1,1,,,,3613261.023
2255,48245011302,15021.92292,,,1,1,,,,4593359.859
2256,48453001915,774.963501,,,1,1,1471,0,0,6179402.516
2257,48453002425,0,,,1,1,3240,0,0,1942356.865
2258,48453001776,0,,,1,1,2865,0,0,1998802.596
2259,48453001859,175231.9535,,,1,1,2125,0,0,58253214.2
2260,48029191814,0,,,1,,4665,0,0,9025168.429
2261,48029172006,3470.580551,,,1,,7378,0,0,36748356.6
2262,48491020203,38637.38817,,,1,1,3330,0,0,24263981.92
2263,48491020708,6086.200497,,,1,1,7546,0,0,4014822.836
2264,48491021602,330367.1902,,,1,1,2685,0,0,99965361.94
2265,48491020808,650153.4846,286895.8181,0.002363805,1,1,1495,4,0.002675585,122020500.4
2266,48463950200,4419124.73,912626.2193,0.000315209,,,6613,0,0,2899722313
2267,48463950100,2366851.872,207474.2925,0.00018962,1,,2582,0,0,1096525878
2268,48463950500,122471.961,,,1,,5182,0,0,14058188.6
2269,48463950400,0,,,1,,2521,0,0,5532377.735
2270,48463950300,782.6087494,,,1,,4688,0,0,8301786.966
2271,48029181822,0,,,1,,4495,0,0,3756713.4
2272,48029181818,0,,,1,,5425,0,0,3019687.212
2273,48029181821,0,,,1,,3372,0,0,1245916.141
2274,48029181724,1040.296234,,,1,,4794,0,0,7118982.55
2275,48029181723,0,,,1,,4525,0,0,1434636.746
2276,48029181726,0,,,1,,9812,0,0,6743787.375
2277,48029181721,0,,,1,,3508,0,0,1855428.603
2278,48099010503,0,,,1,,,,,7002270.492
2279,48467951000,0,,,,,,,,400710979.4
2280,48467950900,0,,,,,1,0,0,368577255.5
2281,48245000700,459732.9032,2232071.266,0.213455826,1,1,2694,14,0.005196733,10916562.56
2282,48245001100,0,,,1,1,2565,0,0,2361231.35
2283,48245001200,0,,,1,1,2188,0,0,4400116.944
2284,48099010504,103099.1503,,,1,,1813,0,0,20270096.2
2285,48027023202,95202.99282,,,1,,2441,0,0,9066162.696
2286,48167724101,6901603.112,2041244.133,0.205699116,1,1,1018,358,0.351669941,16825049.64
2287,48245000600,0,,,1,1,4759,0,0,3520756.873
2288,48453001857,0,,,1,1,6419,0,0,7134836.5
2289,48453002434,336935.186,,,1,1,1498,0,0,54949702.35
2290,48453002208,46222.81528,,,1,1,6530,0,0,12828662.68
2291,48019000102,1334608.045,454567.5439,0.001405914,1,,4601,0,0,324659940.4
2292,48029181720,0,,,1,,4651,0,0,1970863.726
2293,48029181826,0,,,1,,6973,0,0,2899363.642
2294,48029181824,0,,,1,,2874,0,0,2657139.357
2295,48029181823,0,,,1,,2710,0,0,2025783.847
2296,48029181901,5458.896111,,,1,,3984,0,0,7906013.67
2297,48453002431,84347.88004,,,1,1,7843,0,0,20045322.88
2298,48071990000,8564369.198,,,1,1,,,,8874484.576
2299,48029191202,0,,,1,,4914,0,0,3051367.39
2300,48029191410,0,,,1,,4967,0,0,1558052.817
2301,48029191701,0,,,1,,1454,0,0,6175774.674
2302,48029191201,0,,,1,,2729,0,0,1650297.554
2303,48029131100,0,,,1,,2125,0,0,2000119.326
2304,48029191412,0,,,1,,2170,0,0,2036465.896
2305,48029161303,0,,,1,,3903,0,0,1179478.643
2306,48029160901,0,,,1,,2482,0,0,2475867.991
2307,48021950802,419820.1163,,,1,1,6682,0,0,176252488.2
2308,48021950501,802731.0956,561291.6821,0.003443298,1,1,6731,12,0.001782796,163812655.2
2309,48027020202,31945442.32,2507125.799,0.013429033,1,,5868,70,0.011929107,218639887
2310,48027980001,47550.1296,,,1,,,,,57540601.1
2311,48091310608,2115222.697,41265.8041,0.000624133,1,,3309,0,0,68232241.06
2312,48091310605,6714502.475,330012.1278,0.004104443,1,,5812,43,0.007398486,87118128.98
2313,48029181403,0,,,1,,6144,0,0,1059916.988
2314,48183001500,0,,,,,,,,7144315.369
2315,48183010500,0,,,,,,,,102664030.4
2316,48183010700,0,,,,,,,,18824266.89
2317,48029121119,13176.57219,,,1,,5061,0,0,4355643.485
2318,48029121121,0,,,1,,2748,0,0,2490558.421
2319,48029160501,0,,,1,,3551,0,0,1376248.355
2320,48029191005,0,,,1,,1939,0,0,870038.4018
2321,48029171915,8593.449425,,,1,,2117,0,0,1040972.761
2322,48029171921,0,,,1,,4436,0,0,2271646.425
2323,48029171923,0,,,1,,8753,0,0,3712920.513
2324,48091310607,9351195.785,206376.5799,0.004234119,1,,4857,67,0.013794523,58092523.61
2325,48091310702,273164.6031,275220.9695,0.002417248,1,,4917,0,0,114130309.2
2326,48091310802,211747.0108,,,1,,7377,0,0,112770594.8
2327,48091310502,64149.10866,,,1,1,5098,0,0,9730050.479
2328,48027020401,141776.8295,,,1,,2946,0,0,30726880
2329,48027023203,0,,,1,,1720,0,0,2107146.724
2330,48479001105,35153.6021,,,1,,2716,0,0,1085075.808
2331,48479001401,0,,,1,,3880,0,0,1611703.275
2332,48453002427,0,,,1,1,7248,0,0,3370716.155
2333,48453002317,154486.7988,,,1,1,4633,0,0,3370875.269
2334,48453001860,1031.046021,,,1,1,4089,0,0,1957216.25
2335,48453001863,0,,,1,1,3304,0,0,1518195.417
2336,48479001811,0,,,1,,4223,0,0,1296782.521
2337,48479001003,0,,,1,,2636,0,0,1001159.596
2338,48479001201,0,,,1,,2479,0,0,850769.4628
2339,48309004300,0,,,1,,6842,0,0,8812592.362
2340,48479001808,0,,,1,,6195,0,0,1541320.244
2341,48479001722,43616.04108,,,1,,7154,0,0,5189652.175
2342,48021950200,49636.57069,,,1,1,7569,0,0,36951555.3
2343,48021950600,5220754.599,10894178.12,0.017406994,1,1,5005,20,0.003996004,631071359.3
2344,48021950100,2507110.892,991054.9413,0.002537987,1,1,7792,0,0,392995749.2
2345,48021950300,3524446.499,1210597.978,0.003495072,1,1,14415,8,0.000554977,349897260.4
2346,48479001812,0,,,1,,8354,0,0,3504538.059
2347,48479001814,19882.29232,,,1,,7261,0,0,16595687.75
2348,48479001202,0,,,1,,2686,0,0,627047.5953
2349,48479001104,0,,,1,,3107,0,0,964429.138
2350,48021950700,813509.0201,3564190.846,0.140589043,1,1,3904,163,0.041752049,26165347.52
2351,48021950400,758389.5987,661394.7922,0.014742399,1,1,7439,151,0.020298427,45621835.13
2352,48019000200,2088815.896,1610854.243,0.00131023,1,,2087,0,0,1231532299
2353,48019000300,2764863.673,620628.7624,0.002561888,1,,5704,19,0.003330996,245019313
2354,48019000400,7014364.677,352850.6549,0.015701348,1,,2052,46,0.022417154,29486998.28
2355,48479000109,56481.65385,,,1,,2338,0,0,1898100.246
2356,48479000108,0,,,1,,3476,0,0,839359.6808
2357,48479001815,5110875.524,1861629.398,0.001405414,1,,1356,0,0,1329723523
2358,48479000602,59173.76996,,,1,,2446,0,0,1379226.093
2359,48479001402,32301.5603,,,1,,3699,0,0,944073.397
2360,48479000904,0,,,1,,3210,0,0,762810.4307
2361,48157672601,4414.799995,196.5251842,5.31E-05,1,1,9313,0,0,3702384.108
2362,48157673001,37900.90453,6459.187488,0.001212076,1,1,7895,4,0.00050665,5366928.221
2363,48157673003,0,1947363.022,0.229555488,1,1,12540,2299,0.183333333,8483190.973
2364,48245006300,0,,,1,1,1226,0,0,1099585.715
2365,48245006400,0,,,1,1,1663,0,0,1332207.338
2366,48245006500,0,,,1,1,2884,0,0,2257332.715
2367,48245006700,0,,,1,1,2396,0,0,1963070.305
2368,48245006800,0,,,1,1,2132,0,0,1752488.879
2369,48245007001,12867.21548,1534154.599,0.339241922,1,1,6259,779,0.124460776,4535169.797
2370,48453001785,0,,,1,1,4711,0,0,3699635.465
2371,48453001779,3101191.821,82035.40464,0.004083306,1,1,5925,43,0.007257384,23191629.21
2372,48221160210,0,,,,,,,,50854757.79
2373,48029161902,1700946.197,,,1,,7425,0,0,124733405.1
2374,48091310404,109774.5305,,,1,1,4348,0,0,4906711.261
2375,48091310503,116685.0492,,,1,1,4368,0,0,7694737.663
2376,48039660702,371188.379,12512080.79,0.342102885,1,1,14110,1964,0.139192062,36945218.61
2377,48039660602,1190469.221,11180535.48,0.240650669,1,1,40475,3895,0.096232242,47650075.02
2378,48039661602,201167.6861,11346075.37,0.342784464,1,1,2720,315,0.115808824,33300904.43
2379,48039661601,173028.6076,4142282.547,0.176965356,1,1,6178,281,0.045483975,23580335.39
2380,48039660601,283694.0558,2390444.946,0.219180793,1,1,11854,725,0.06116079,11189964.22
2381,48039660701,221410.8824,926585.0599,0.091514558,1,1,15729,1277,0.081187615,10346412.63
2382,48091310604,6433293.944,536430.1793,0.051414099,1,,2666,108,0.040510128,16866817.22
2383,48091310403,779.2410965,,,1,1,5949,0,0,8007113.428
2384,48091310501,55021.56018,,,1,1,4314,0,0,4553019.707
2385,48453001771,1989582.676,214758.0685,0.038260244,1,1,4202,128,0.030461685,7602669.326
2386,48453000306,0,,,1,1,4537,0,0,3355681.253
2387,48453002211,1807.512398,,,1,1,2609,0,0,6772488.918
2388,48453001782,4726.589806,,,1,1,5114,0,0,3452595.236
2389,48453002500,0,,,1,1,5409,0,0,3330721.609
2390,48453001786,12804.67242,,,1,1,5042,0,0,2216983.863
2391,48453001858,670959.7128,,,1,1,20870,0,0,30458020.35
2392,48453001855,4638.784981,,,1,1,16676,0,0,18867200.71
2393,48453001862,0,,,1,1,5783,0,0,4084405.289
2394,48453002212,4690175.432,369759.5262,0.014590551,1,1,982,0,0,30032570.78
2395,48453002436,82429.52589,,,1,1,2479,0,0,55951213.75
2396,48039990000,282797170.7,206026.7461,0.007375904,1,1,,,,310729576.6
2397,48029181725,0,,,1,,4427,0,0,3113607.655
2398,48029161801,0,,,1,,3844,0,0,2209894.231
2399,48029181722,0,,,1,,4648,0,0,1701585.74
2400,48029181730,0,,,1,,3703,0,0,1524257.826
2401,48029131507,0,,,1,,6207,0,0,2159325.072
2402,48029131608,3468.514175,,,1,,5293,0,0,4902207.188
2403,48245001301,527.0950151,,,1,1,5069,0,0,7701869.027
2404,48453002432,228938.9715,,,1,1,2367,0,0,44289723.89
2405,48453002435,202540.9633,,,1,1,7613,0,0,48718405.85
2406,48245007002,481742.3069,1701259.798,0.166093379,1,1,3770,147,0.038992042,10724533.78
2407,48245005600,141470.7394,,,1,1,3225,0,0,1653643.085
2408,48479001103,0,,,1,,1402,0,0,415550.4888
2409,48479001716,21967.14017,,,1,,5915,0,0,1619693.203
2410,48479001718,0,,,1,,2166,0,0,1571625.495
2411,48479001719,0,,,1,,3094,0,0,1167281.88
2412,48453001861,0,,,1,1,4511,0,0,1677861.013
2413,48479001601,0,,,1,,3844,0,0,2818419.311
2414,48157670102,0,,,1,1,3016,0,0,1213818.641
2415,48157670101,8319.751328,125898.1348,0.037850764,1,1,6569,19,0.002892373,3334491.462
2416,48157670602,779.9957886,,,1,1,1825,0,0,2744398.896
2417,48029121701,2784.027519,,,1,,3749,0,0,3203353.833
2418,48029121605,98403.5304,,,1,,1881,0,0,2919102.603
2419,48029131610,0,,,1,,5312,0,0,1820161.937
2420,48157671002,0,217750.5932,0.056450609,1,1,6096,59,0.009678478,3857364.817
2421,48157670901,374667.9226,3580756.456,0.279134989,1,1,11447,1745,0.152441688,13202713.62
2422,48157671001,4420.027245,674305.1504,0.13576749,1,1,5216,611,0.117139571,4971037.359
2423,48157670902,22281.65667,1144440.045,0.107439876,1,1,7005,1006,0.143611706,10674193.1
2424,48029131505,0,,,1,,3968,0,0,1458865.201
2425,48029131614,43561.61631,,,1,,3416,0,0,2637825.682
2426,48201240802,74141.31124,3038195.044,0.249627948,1,1,5335,1194,0.223805061,12245034.08
2427,48201340201,414965.7783,2753046.28,0.155328393,1,1,1500,3,0.002,18139003.56
2428,48201340202,0,1658139.318,0.194558874,1,1,4792,362,0.075542571,8522558.485
2429,48201333902,283812.243,303175.2771,0.076087326,1,1,8055,11,0.001365611,4268382.077
2430,48201333901,48696.09966,1063889.995,0.222572774,1,1,9847,1594,0.161876714,4828660.781
2431,48201421102,0,,,1,1,5032,0,0,836010.2286
2432,48201421202,0,,,1,1,4369,0,0,561755.0336
2433,48201421403,0,44942.5086,0.068954259,1,1,3501,20,0.005712654,651772.7818
2434,48201421402,0,,,1,1,3460,0,0,160678.0741
2435,48161000300,1017.544525,,,1,,1189,0,0,6651747.542
2436,48161000200,14244.31973,,,1,,1136,0,0,7972118.886
2437,48161000100,37850846.38,515767.9143,0.000747244,1,,4838,30,0.006200909,728078214.9
2438,48161000700,304160.5821,,,1,,3055,0,0,15235669.27
2439,48161000900,8022074.591,,,1,,1744,0,0,514835095.5
2440,48161000600,4213882.776,,,1,,3844,0,0,754725392.6
2441,48161000400,1090793.581,,,1,,2305,0,0,273054941.2
2442,48029121904,0,,,1,,3104,0,0,1916582.583
2443,48029191808,0,,,1,,4218,0,0,6508905.044
2444,48029191810,0,,,1,,4719,0,0,4320038.121
2445,48029191304,0,,,1,,2525,0,0,2825525.088
2446,48029151301,1563.413887,,,1,,5405,0,0,3564155.36
2447,48201423202,0,,,1,1,8106,0,0,1451142.52
2448,48201423201,1818.646797,51118.52531,0.026247883,1,1,2981,0,0,1949348.042
2449,48201534203,0,185783.7049,0.043937381,1,1,1945,9,0.004627249,4228374.684
2450,48201534002,0,8402.305862,0.002582684,1,1,5932,0,0,3253322.946
2451,48201534003,0,,,1,1,2580,0,0,1302470.3
2452,48201543002,622177.5516,9734758.098,0.290062904,1,1,17071,2845,0.166656904,34183030.61
2453,48245010200,0,,,1,1,1960,0,0,1264724.234
2454,48479001720,0,,,1,,5471,0,0,2645668.215
2455,48145000800,7609381.129,383085.9475,0.000404229,1,,2441,0,0,955305732
2456,48027022104,0,,,1,,3769,0,0,1777946.976
2457,48027020201,6038722.465,244369.2467,0.012569348,1,,6765,143,0.021138211,25480402.63
2458,48027021904,3782876.666,243752.8497,0.011764611,1,,10457,0,0,24502035.07
2459,48027022502,17165.10035,,,1,,9521,0,0,21657766.67
2460,48027022403,2134.648018,,,1,,3897,0,0,2120118.864
2461,48027020402,288283.2474,,,1,,2463,0,0,56106631.33
2462,48479001721,0,,,1,,2322,0,0,1106646.92
2463,48221160207,0,,,,,,,,21493907.21
2464,48029192100,0,,,1,,2229,0,0,2955602.409
2465,48157671602,0,212397.4004,0.089825138,1,1,3548,204,0.057497182,2364565.271
2466,48029192300,0,,,1,,4381,0,0,6175466.279
2467,48029191900,0,,,1,,4519,0,0,3330484.292
2468,48029131611,0,,,1,,981,0,0,914123.063
2469,48201250401,0,124483.9518,0.026616696,1,1,11236,160,0.014239943,4676912.087
2470,48201451401,0,,,1,1,3047,0,0,1080973.572
2471,48201451402,0,,,1,1,4524,0,0,1376901.241
2472,48157671601,81798.07492,90206.15005,0.030321915,1,1,6842,18,0.00263081,3056747.17
2473,48157671501,206158.4269,797907.6071,0.195545956,1,1,6997,1355,0.193654423,4286568.006
2474,48157673902,66897.39317,2237103.314,0.251511097,1,1,11173,589,0.05271637,8961548.114
2475,48157672001,5455.778831,1602216.73,0.168472946,1,1,7222,530,0.073386873,9515687.651
2476,48157672002,0,662807.9331,0.247528061,1,1,6260,179,0.028594249,2677708.271
2477,48157672302,28324.28053,350659.565,0.089325346,1,1,8412,817,0.097123157,3953968.789
2478,48201212500,463711.8409,1592411.468,0.14573139,1,1,3453,76,0.022009847,11390742.82
2479,48201324200,595999.4383,444058.8507,0.066688448,1,1,1366,57,0.041727672,7254706.453
2480,48027023106,44210.15382,,,1,,8192,0,0,7999174.187
2481,48027022404,2818.053589,,,1,,7614,0,0,4905393.835
2482,48027022501,0,,,1,,2895,0,0,2259580.772
2483,48027022105,0,,,1,,1816,0,0,1961444.582
2484,48027023105,101684.6201,,,1,,12365,0,0,17601122.52
2485,48221160206,0,,,,,,,,12672303.71
2486,48029171920,0,,,1,,7437,0,0,5887763.212
2487,48029171913,0,,,1,,5525,0,0,1637702.255
2488,48029171916,3645.697533,,,1,,8073,0,0,5545507.761
2489,48029180101,0,,,1,,4633,0,0,2436040.996
2490,48029171302,0,,,1,,3135,0,0,1867754.272
2491,48029171501,0,,,1,,2005,0,0,1569168.362
2492,48029192000,0,,,1,,3872,0,0,5077756.444
2493,48029192200,40824.85249,,,1,,1747,0,0,14915087.67
2494,48029191506,0,,,1,,5839,0,0,3764198.66
2495,48029110900,0,,,1,,1575,0,0,1252904.229
2496,48029110800,2690.266151,,,1,,1590,0,0,1279985.978
2497,48479000107,0,,,1,,2982,0,0,807512.9214
2498,48479000106,0,,,1,,3319,0,0,988875.7145
2499,48027023107,0,,,1,,7185,0,0,3899013.113
2500,48027023108,61226.95151,,,1,,13837,0,0,6335279.026
2501,48027023201,0,,,1,,1542,0,0,3171669.033
2502,48027022405,0,,,1,,1874,0,0,2363855.864
2503,48029171914,781.1451645,,,1,,4985,0,0,2022861.336
2504,48029171918,20477.05866,,,1,,5498,0,0,8387824.438
2505,48029171925,0,,,1,,8909,0,0,4506165.89
2506,48479980000,0,,,1,,27,0,0,4559005.844
2507,48479000601,0,,,1,,2667,0,0,1017774.726
2508,48479000903,0,,,1,,2245,0,0,558739.5938
2509,48479001807,122589.4213,,,1,,7646,0,0,5864387.047
2510,48029181727,0,,,1,,3624,0,0,2813210
2511,48029171924,0,,,1,,6228,0,0,4688510.967
2512,48029980005,0,,,1,,19,0,0,39415305.02
2513,48029191812,0,,,1,,3782,0,0,3631198.695
2514,48029171402,0,,,1,,5153,0,0,2119808.051
2515,48029171401,0,,,1,,4443,0,0,1952274.647
2516,48029171917,0,,,1,,8578,0,0,3104324.849
2517,48029172005,0,,,1,,9115,0,0,5869079.359
2518,48157672702,14291.06007,602911.4634,0.175558925,1,1,6803,984,0.14464207,3448530.888
2519,48157672301,32130.73767,196928.004,0.050448436,1,1,7606,479,0.062976597,3935680.98
2520,48157673901,140044.6466,552248.9877,0.103461906,1,1,8163,69,0.008452775,5477748.308
2521,48157672602,0,282280.7367,0.136455148,1,1,6530,745,0.114088821,2068670.38
2522,48157672701,76382.57493,1515503.353,0.137805164,1,1,14194,711,0.050091588,11073817.29
2523,48029181731,0,,,1,,6675,0,0,2715148.363
2524,48029181728,0,,,1,,10782,0,0,6233735.969
2525,48029180102,0,,,1,,1737,0,0,1046117.476
2526,48029180604,0,,,1,,5950,0,0,3793126.248
2527,48029191006,0,,,1,,6221,0,0,2235326.113
2528,48029181404,0,,,1,,5355,0,0,2647683.132
2529,48029191505,0,,,1,,2064,0,0,2424282.42
2530,48491020113,3858.506615,,,1,1,2249,0,0,5856311.615
2531,48029172004,27409.37746,,,1,,3971,0,0,23459236.47
2532,48029181815,0,,,1,,3218,0,0,3159881.894
2533,48029181813,0,,,1,,6522,0,0,3221687.076
2534,48029121905,0,,,1,,5512,0,0,7861667.739
2535,48029172003,0,,,1,,5545,0,0,3377074.529
2536,48029191503,7801.360458,,,1,,4829,0,0,5620451.348
2537,48029191504,4679.242218,,,1,,2400,0,0,5134446.082
2538,48029181820,3900.084915,,,1,,3556,0,0,7168319.316
2539,48029181814,0,,,1,,5250,0,0,3663837.126
2540,48029181816,0,,,1,,3929,0,0,2482232.659
2541,48029181819,0,,,1,,5280,0,0,3689120.851
2542,48339694302,8164456.609,934729.9816,0.083325066,1,1,8015,265,0.033063007,19382329.15
2543,48339694202,15810579.72,463917.4302,0.01188938,1,1,11356,193,0.016995421,54830057.37
2544,48339694102,414884.1583,706496.3132,0.017805539,1,1,5315,0,0,40093342.24
2545,48339691601,10859.5808,,,1,1,3731,0,0,3600844.588
2546,48355002102,5924.579846,665136.0241,0.280160755,1,1,3123,697,0.223182837,2380047.345
2547,48355003304,0,369667.1158,0.142608717,1,1,6269,2145,0.342159834,2592177.56
2548,48355003102,1360211.783,3871086.394,0.272529811,1,1,5163,1136,0.220027116,15564479.89
2549,48355005415,0,151457.7417,0.056448538,1,1,6015,525,0.087281796,2683111.912
2550,48355005411,0,2062.324038,0.001565972,1,1,3722,0,0,1316961.142
2551,48355005413,0,202346.8779,0.167990983,1,1,2848,27,0.009480337,1204510.329
2552,48157673002,209200.4153,6895610.737,0.485716492,1,1,9144,3182,0.347987752,14405981.5
2553,48157670601,0,,,1,1,9025,0,0,4442619.891
2554,48157674501,253471.7337,4632206.152,0.200245634,1,1,11003,909,0.082613833,23386091.33
2555,48157674601,0,92234.31095,0.027832404,1,1,3448,42,0.012180974,3313918.16
2556,48157674603,0,444707.2483,0.173981801,1,1,5418,703,0.129752676,2556056.064
2557,48049950700,23245.65478,,,1,,776,0,0,6145182.753
2558,48049951300,5148274.665,,,1,,2790,0,0,638354505.4
2559,48049950100,8159254.51,1167159.812,0.001912936,1,,1932,37,0.019151139,618299818.1
2560,48049950800,1148.20263,,,1,,2914,0,0,3341706.886
2561,48049951000,3081.212137,,,1,,2737,0,0,5152284.285
2562,48049951100,75993.84091,,,1,,3520,0,0,14471527.47
2563,48259970100,1339470.393,453196.8134,0.000430719,1,,5461,0,0,1053527445
2564,48259970500,15481.82405,,,1,,5762,0,0,7223379.367
2565,48507950100,2664475.412,,,1,,888,0,0,1114159593
2566,48507950301,5034832.041,668543.495,0.000409398,,,1549,0,0,1638027901
2567,48507950302,55502.74806,,,1,,6007,0,0,19537481.6
2568,48507950200,1147196.654,,,,,1435,0,0,591279045
2569,48355005416,140370.9565,,,1,1,3593,0,0,3538870.588
2570,48021950801,257379.2296,,,1,1,6545,0,0,139914943.6
2571,48441013404,0,,,,,,,,121090881.3
2572,48025950600,94014.13292,,,1,1,2227,0,0,413563900.3
2573,48025950300,0,,,1,1,4910,0,0,10600250.1
2574,48025950100,250042.7961,,,1,1,1456,0,0,600667509.2
2575,48025950400,0,,,1,1,2043,0,0,4718362.084
2576,48041000201,7204.147682,,,1,1,6709,0,0,4195635.899
2577,48209010100,4155.037555,,,1,1,2128,0,0,1590442.598
2578,48209010302,230416.3907,,,1,1,4575,0,0,7740558.939
2579,48001950901,3547976.693,,,1,,4706,0,0,293493472.6
2580,48041000101,726231.3794,2238170.126,0.010361047,1,1,7775,10,0.001286174,216743998.9
2581,48001951100,9648078.765,,,1,,3838,0,0,779549798.8
2582,48041002009,46856.56411,394.5342822,2.26E-05,1,1,4498,0,0,17467787.91
2583,48041002013,154516.6403,,,1,1,6638,0,0,36360794.47
2584,48041002011,4876043.329,56699517.32,0.268237442,1,1,4683,46,0.009822763,216254130
2585,48041980000,12447.7413,,,1,1,,,,4840010.533
2586,48005000902,47538.69873,,,1,,3447,0,0,10999898.34
2587,48005000301,75729.67241,,,1,,5318,0,0,36634845.14
2588,48187210804,343635.107,,,1,,4502,0,0,152152992.7
2589,48187210507,810555.616,,,1,1,6112,0,0,45319909.67
2590,48187210803,427818.8214,,,1,1,3881,0,0,219260089.7
2591,48187210714,4663.3717,,,1,,9416,0,0,16280358.22
2592,48187210505,506302.1963,,,1,1,4975,0,0,48153284.94
2593,48281950302,973657.5821,1471.497932,3.32E-06,1,,3041,0,0,443536641.7
2594,48457950200,4036092.266,,,1,1,5539,0,0,591108272.8
2595,48201533701,58560.69643,2502141.536,0.283366323,1,1,5485,1784,0.325250684,8888620.225
2596,48201223002,0,30056.20023,0.040741231,1,1,3671,233,0.063470444,737734.2086
2597,48201980100,3624.999664,4726639.44,0.148823977,1,1,662,81,0.122356495,31763556.03
2598,48201250402,2387120.801,2044976.027,0.10322389,1,1,18506,1501,0.08110883,22198194.07
2599,48201232301,244025.0512,6244945.044,0.244450271,1,1,10308,1940,0.188203337,25790918.06
2600,48469001606,349488.5002,37112617.18,0.097337544,1,1,7341,1143,0.155700858,381627019.2
2601,48469980000,0,2968086.939,0.37387675,1,1,,,,7938677.776
2602,48479001806,74307.11709,,,1,,4933,0,0,7014798.531
2603,48479001813,1915243.258,169715.6455,0.000129135,1,,783,0,0,1316161577
2604,48479001810,29061.37193,,,1,,5578,0,0,35922784.55
2605,48479001818,956037.3504,,,1,,2910,0,0,60388398.89
2606,48479001717,107819.78,,,1,,2693,0,0,7152684.452
2607,48479001710,18795879.5,3461635.452,0.000612053,,,1928,0,0,5674569190
2608,48479000105,34534.42378,,,1,,2782,0,0,2564083.324
2609,48479001715,159017.6211,,,1,,7013,0,0,7386919.473
2610,48479001712,0,,,1,,7332,0,0,5168205.299
2611,48479001711,328888.5438,,,1,,6538,0,0,53186054.19
2612,48479001602,7948.473969,,,1,,4932,0,0,8710673.312
2613,48479001816,118645.1009,,,1,,4485,0,0,53744289.68
2614,48479001713,39708.65699,,,1,,15569,0,0,34928219.65
2615,48479001809,46160.28973,,,1,,7996,0,0,11195647.3
2616,48479001817,261350.6517,,,1,,4340,0,0,22516852.08
2617,48479001714,3353829.023,84659.83837,0.005949679,1,,3045,0,0,17583140.11
2618,48339690202,192751.7954,1716666.462,0.043240588,1,1,7770,10,0.001287001,39893100.49
2619,48339690402,1074954.094,2745693.083,0.033479448,1,1,16743,102,0.006092098,83086255.89
2620,48339690201,996498.1131,781546.7008,0.014026175,1,1,10120,31,0.003063241,56717083.26
2621,48339690401,216299.8125,7056911.711,0.173711836,1,1,6722,98,0.014578994,40840541.13
2622,48339690602,217102.4316,1384293.273,0.046614993,1,1,23862,83,0.003478334,29913410.85
2623,48339691301,16027.8774,19633.50554,0.003489883,1,1,4245,0,0,5641861.972
2624,48339692002,2185814.769,11571067.86,0.178916588,1,1,11650,357,0.030643777,66858789.21
