fid,GEOID,NLCD16_WA,DFOfloodArea,DFOfRatio,within_dfo,within_aer,population,fldPopDFO,fldPopPctDFO,Shape_Area
673,48201322900,0,,,1,1,3953,0,0,1655879.948
674,48201323000,0,103641.0265,0.074330062,1,1,6484,248,0.038247995,1394335.23
675,48201323100,0,58366.40314,0.028544489,1,1,3539,67,0.018931902,2044752.05
676,48201323200,0,37813.7174,0.018014558,1,1,5125,64,0.012487805,2099064.37
677,48201323300,0,140075.9237,0.107271187,1,1,3273,18,0.005499542,1305811.265
678,48201323400,0,,,1,1,7695,0,0,1982810.511
679,48201323500,0,106590.4448,0.040023029,1,1,5716,427,0.074702589,2663227.864
680,48201323600,53183.31497,159053.5671,0.031430848,1,1,7097,101,0.014231365,5113612.217
681,48201411700,0,1513.396115,0.001251302,1,1,2866,0,0,1209457.027
682,48201411800,0,,,1,1,5082,0,0,2144108.133
683,48201411900,0,,,1,1,3140,0,0,1803226.412
684,48201412000,0,,,1,1,3372,0,0,1490276.408
685,48201432400,0,,,1,1,5567,0,0,1806738.409
686,48201432500,0,,,1,1,5359,0,0,1654843.324
687,48201432600,0,64870.71201,0.040085472,1,1,2009,20,0.009955202,1618309.823
688,48201340500,0,207034.9783,0.073576786,1,1,6552,209,0.031898657,2813862.782
689,48201340600,0,,,1,1,2369,0,0,1619880.036
690,48201340800,0,81598.52486,0.028374324,1,1,5717,0,0,2875787.397
691,48201341000,0,328360.9487,0.10890691,1,1,6803,78,0.01146553,3015060.716
692,48201412100,7356.915573,,,1,1,,,,1212584.369
693,48201433300,0,22737.59949,0.009419181,1,1,4712,0,0,2413967.754
694,48201433100,0,215825.8146,0.253463328,1,1,3463,217,0.062662431,851507.0779
695,48201433600,0,,,1,1,5673,0,0,1439864.771
696,48201433400,0,25336.87545,0.015136766,1,1,4387,0,0,1673863.124
697,48201440100,0,533711.7791,0.097642764,1,1,6737,1001,0.148582455,5465963.313
698,48201450100,0,124343.0702,0.150828972,1,1,1923,74,0.038481539,824397.7701
699,48201450200,0,16855.90346,0.006251245,1,1,4981,31,0.00622365,2696407.579
700,48201450300,0,,,1,1,7284,0,0,2563126.254
701,48201450400,0,10035.87816,0.005151316,1,1,4508,0,0,1948216.269
702,48201450500,0,287637.892,0.098234475,1,1,2771,88,0.031757488,2928074.834
703,48201341100,0,462482.0586,0.099826962,1,1,3560,19,0.005337079,4632837.168
704,48201450600,0,72595.39321,0.038611706,1,1,4643,33,0.007107474,1880139.487
705,48201450700,0,276153.2952,0.062391676,1,1,6515,136,0.020874904,4426124.072
706,48201450900,0,15266.86807,0.009444099,1,1,2734,0,0,1616551.069
707,48201451100,8391.717377,317466.3005,0.130123958,1,1,3787,52,0.013731186,2448113.987
708,48201451200,0,,,1,1,2912,0,0,1707387.55
709,48201451300,0,40353.41209,0.013135403,1,1,6805,0,0,3072110.536
710,48201421500,0,,,1,1,6178,0,0,1520973.812
711,48201421600,0,37746.13553,0.025999909,1,1,7428,0,0,1451779.541
712,48201421700,0,,,1,1,4528,0,0,1884576.306
713,48201341800,27281.58244,147487.5899,0.032769077,1,1,1930,67,0.034715026,4528097.975
714,48201451700,0,215851.3775,0.123287104,1,1,3775,10,0.002649007,1750802.588
715,48201451800,610965.6568,2238863.303,0.538157701,1,1,5330,728,0.136585366,4771202.012
716,48289950100,10184966.97,,,1,,5745,0,0,836040954.1
717,48289950300,6272075.417,1497450.372,0.001487746,1,,4663,4,0.000857817,1012794653
718,48289950200,14305313.81,2969806.791,0.003214942,1,,3929,17,0.004326801,938056675.2
719,48201421800,0,48761.00839,0.041587483,1,1,4755,0,0,1172492.381
720,48201421900,0,18463.95916,0.01102956,1,1,2527,0,0,1674043.124
721,48201422100,0,,,1,1,5036,0,0,2390815.756
722,48201422200,0,,,1,1,4752,0,0,1768642.187
723,48201422500,0,,,1,1,7089,0,0,1854290.441
724,48201422600,0,,,1,1,6844,0,0,2272828.609
725,48201342100,75859.9917,793239.1065,0.181659237,1,1,3794,236,0.062203479,4442492.259
726,48201342200,0,246985.017,0.086086847,1,1,3079,297,0.09645989,2869021.638
727,48201342300,0,43912.44687,0.015763357,1,1,6944,31,0.004464286,2785729.303
728,48201342400,24207.55042,752427.7518,0.22159642,1,1,3261,258,0.079116835,3419694.561
729,48201342500,8946.139696,318973.0154,0.049521782,1,1,5482,187,0.034111638,6450011.204
730,48201342700,0,106660.9867,0.030917414,1,1,4733,3,0.000633847,3449867.616
731,48201342800,12724.31136,607648.8819,0.081763245,1,1,8798,304,0.034553308,7444533.779
732,48201422800,0,,,1,1,3718,0,0,2292622.249
733,48201422900,0,,,1,1,4237,0,0,1625142.208
734,48201423000,0,,,1,1,5709,0,0,1839437.171
735,48201451500,0,,,1,1,4652,0,0,2025601.699
736,48201423100,0,155695.0713,0.094282396,1,1,2552,150,0.058777429,1651369.451
737,48201343000,2598.156738,525335.6021,0.091735676,1,1,6950,598,0.086043165,5729220.676
738,48201343200,0,125974.3152,0.027691945,1,1,4961,41,0.008264463,4549132.123
739,48201452000,0,124971.7169,0.063887127,1,1,8836,105,0.011883205,1956133.113
740,48201452100,0,390374.3581,0.086489394,1,1,10073,217,0.021542738,4513551.622
741,48201452400,0,78977.96486,0.035245679,1,1,7252,124,0.017098731,2240784.354
742,48201452500,0,38676.64264,0.012248665,1,1,7833,97,0.012383506,3157620.975
743,48201452700,4674.494476,440296.0395,0.095805019,1,1,11939,580,0.048580283,4600425.777
744,48201423600,0,4108.992478,0.001248751,1,1,6493,0,0,3290481.446
745,48201412200,0,,,1,1,4856,0,0,2403856.464
746,48201412300,0,,,1,1,6731,0,0,2372615.635
747,48029161600,0,,,1,,3996,0,0,6319570.094
748,48029980003,2691.816071,,,1,,615,0,0,16098751.79
749,48029170101,0,,,1,,3335,0,0,1192805.455
750,48201412400,0,,,1,1,4668,0,0,1682450.12
751,48029170200,0,,,1,,4757,0,0,1725203.063
752,48029170300,57371.7262,,,1,,4964,0,0,2020605.009
753,48029170401,0,,,1,,3883,0,0,1342810.011
754,48201332600,0,53985.64779,0.016366744,1,1,6766,0,0,3298496.353
755,48201412700,0,,,1,1,3338,0,0,2050248.586
756,48201412800,0,51.14411644,2.52E-05,1,1,5187,13,0.002506266,2031563.638
757,48201412900,7792.397232,336457.1247,0.161922947,1,1,4121,892,0.216452317,2085676.562
758,48201413100,0,,,1,1,3304,0,0,1442746.896
759,48273020100,297556218.3,25060112.75,0.011010501,1,,4799,151,0.031464889,2573575650
760,48273020500,53993.03725,,,1,1,6040,0,0,17692107.4
761,48273020400,37630.47207,,,1,1,6183,0,0,14607295.7
762,48273020200,25176.79652,,,1,1,4604,0,0,13047424.86
763,48201430200,0,,,1,1,1548,0,0,713028.3478
764,48201430300,0,21556.98993,0.004187983,1,1,4601,0,0,5147343.543
765,48201430400,778.7507629,66675.07646,0.012088994,1,1,3202,18,0.005621487,5516131.942
766,48201430500,0,215320.2193,0.09059196,1,1,2592,7,0.002700617,2376813.803
767,48201413300,0,,,1,1,7061,0,0,3190283.072
768,48201420200,0,,,1,1,2530,0,0,1635305.95
769,48201430600,0,,,1,1,3744,0,0,3738644.856
770,48201430700,33475.01663,297949.0601,0.163226381,1,1,3517,40,0.01137333,1858848.203
771,48201430800,1038.049866,105994.3765,0.031464126,1,1,5503,40,0.007268762,3369775.267
772,48201430900,0,53336.59714,0.018856339,1,1,5894,12,0.002035969,2828576.463
773,48029170402,0,,,1,,4212,0,0,1547429.73
774,48201431000,0,65907.40092,0.015804071,1,1,5583,33,0.005910801,4170280.225
775,48029170500,129468.8012,,,1,,4351,0,0,2285825.071
776,48029171912,10237.81696,,,1,,6659,0,0,8427138.622
777,48201332700,0,1662.081816,0.00065873,1,1,2171,0,0,2523160.146
778,48201332800,0,248099.0408,0.127056777,1,1,4300,897,0.208604651,1952662.678
779,48201333000,0,120452.7237,0.07913857,1,1,3107,53,0.017058256,1522048.324
780,48029172002,51140.43122,,,1,,13343,0,0,55671177.48
781,48029180201,0,,,1,,4197,0,0,1994093.658
782,48029180300,4859.070671,,,1,,4226,0,0,2656094.502
783,48029180400,0,,,1,,3947,0,0,2174547.174
784,48029180501,0,,,1,,3973,0,0,3142372.32
785,48029180504,0,,,1,,3903,0,0,1738307.529
786,48029180602,0,,,1,,3121,0,0,1462706.616
787,48029180701,0,,,1,,3216,0,0,2911976.994
788,48029180702,0,,,1,,5950,0,0,3290068.782
789,48029180503,0,,,1,,3956,0,0,1863595.544
790,48029180800,0,,,1,,2188,0,0,1754342.394
791,48029180901,0,,,1,,4974,0,0,2811268.726
792,48493000104,17375.55545,,,1,1,4478,0,0,40615765.74
793,48493000404,221148.2932,,,1,,6148,0,0,126914258.4
794,48493000103,134749.2448,,,1,,2835,0,0,92524552.59
795,48029180902,0,,,1,,6986,0,0,2973625.978
796,48029181001,0,,,1,,3320,0,0,2536873.425
797,48029181003,0,,,1,,6140,0,0,1692552.04
798,48029181004,0,,,1,,5186,0,0,1808992.024
799,48029181005,0,,,1,,3696,0,0,1092567.173
800,48029181100,0,,,1,,5517,0,0,3526541.842
801,48029181200,0,,,1,,4667,0,0,3773444.491
802,48029181301,0,,,1,,4200,0,0,1432409.853
803,48029181302,0,,,1,,6089,0,0,2532866.911
804,48029181402,1821.269348,,,1,,2155,0,0,3636555.566
805,48029181504,0,,,1,,5756,0,0,1644961.829
806,48029181505,0,,,1,,4075,0,0,2183566.055
807,48029181506,0,,,1,,3946,0,0,2406979.089
808,48029181601,0,,,1,,3038,0,0,2579814.848
809,48029181703,0,,,1,,6998,0,0,3820494.236
810,48029181704,0,,,1,,5383,0,0,5758415.692
811,48029181705,0,,,1,,4805,0,0,4476118.523
812,48029181711,0,,,1,,8997,0,0,3731776.41
813,48029181712,0,,,1,,3609,0,0,1682224.062
814,48029181713,0,,,1,,6989,0,0,4172189.648
815,48029181715,0,,,1,,5728,0,0,1925728.832
816,48029181716,0,,,1,,7348,0,0,3855164.021
817,48157673101,771269.2592,7310452.736,0.145146012,1,1,63199,4239,0.067073846,51137469.09
818,48157673102,60500.99561,900596.4945,0.083457083,1,1,17424,554,0.031795225,10851634.02
819,48029181718,0,,,1,,4913,0,0,2476390.044
820,48029181809,0,,,1,,5438,0,0,2410208.599
821,48029181811,0,,,1,,3726,0,0,3777238.089
822,48029190200,0,,,1,,3333,0,0,2234738.769
823,48029190400,0,,,1,,2133,0,0,2078642.974
824,48029190501,0,,,1,,2861,0,0,1132934.028
825,48029190601,0,,,1,,3692,0,0,1148598.308
826,48029190800,0,,,1,,1826,0,0,1600784.8
827,48029190901,0,,,1,,4728,0,0,4448083.835
828,48027022103,0,,,1,,4386,0,0,2531794.426
829,48027022200,21508.28779,,,1,,3156,0,0,5205983.426
830,48027022300,19635.4201,,,1,,3835,0,0,8896406.287
831,48029191003,0,,,1,,7214,0,0,2557691.413
832,48029191004,0,,,1,,3956,0,0,1646921.144
833,48029191101,0,,,1,,1635,0,0,4040731.326
834,48029191102,0,,,1,,2415,0,0,2336991.982
835,48027023500,0,,,1,,2062,0,0,1649137.933
836,48029191406,0,,,1,,6348,0,0,4710325.699
837,48041002010,1347450.185,24250427.19,0.196504906,1,1,3039,3,0.000987167,124756210
838,48185180400,1160241.216,13409258.06,0.442051142,1,1,102,37,0.362745098,31494418.5
839,48401950400,243392.0722,,,1,,4751,0,0,130745761.4
840,48401950200,8766.290695,,,,,2848,0,0,81013546.73
841,48401950700,250817.4667,,,1,,3079,0,0,17455337.38
842,48401950100,8317287.142,80505.26699,0.000304924,,,4589,0,0,272334597.6
843,48029191408,0,,,1,,2630,0,0,723310.8713
844,48029191409,0,,,1,,6054,0,0,1600064.601
845,48401950900,759.9821548,,,1,,3355,0,0,8031921.957
846,48401951100,4037700.999,121133.126,0.000235814,1,,2443,14,0.005730659,517718862.4
847,48401950600,10528907.66,40266.7798,0.000127609,1,,2099,0,0,326077690.2
848,48401951000,498321.5547,,,1,,2187,0,0,167061409.2
849,48401951200,1388999.856,,,1,,2047,0,0,348071824.8
850,48401950300,0,,,,,6352,0,0,105737963.9
851,48401950800,78835.5379,,,1,,3741,0,0,12072575.21
852,48391950200,2459233.168,50796658.12,0.106022447,1,1,3342,167,0.049970078,481571534.4
853,48029181808,0,,,1,,1341,0,0,3790140.336
854,48027021201,1024.116302,,,1,,2802,0,0,3967014.272
855,48027021202,99100.07758,,,1,,3848,0,0,4163584.298
856,48027021301,0,,,1,,4680,0,0,2731552.401
857,48027021901,0,,,1,,3362,0,0,3706556.057
858,48027022101,0,,,1,,3701,0,0,2339621.244
859,48027022401,0,,,1,,5720,0,0,3823719.874
860,48027022600,0,,,1,,3819,0,0,2229001.239
861,48027022900,0,,,1,,3679,0,0,2318963.38
862,48027023000,0,,,1,,9935,0,0,8057629.279
863,48027023103,0,,,1,,3934,0,0,2542796.2
864,48027023104,0,,,1,,3198,0,0,1816014.915
865,48029190504,0,,,1,,2696,0,0,1161865.998
866,48029190503,0,,,1,,3540,0,0,1246876.484
867,48215024301,104755.9206,,,,,,,,1430511876
868,48001950500,134985.6689,,,1,,4580,0,0,23134208.43
869,48001950100,6239678.177,,,1,,4914,0,0,489154216.8
870,48001950700,0,,,1,,2284,0,0,6699473.966
871,48001950600,209885.5779,,,1,,5376,0,0,20895634.1
872,48001951000,4647568.355,,,1,,6478,0,0,620770976
873,48001950800,48828.69471,,,1,,4319,0,0,10674899.91
874,48453000402,0,,,1,1,2874,0,0,1537466.262
875,48209010804,373390.9543,,,1,1,8959,0,0,166753978.3
876,48209010304,95789.10695,,,1,1,6366,0,0,8655666.735
877,48209010910,9580.081718,,,1,1,10034,0,0,10005937.4
878,48209010803,672974.9651,,,1,,4294,0,0,226297282.6
879,48209010808,336603.2994,,,1,,5743,0,0,182948305.5
880,48209010303,139612.151,,,1,1,6850,0,0,20802160.57
881,48361020700,230797.0603,935413.977,0.026304206,1,1,4566,2,0.00043802,35792182.06
882,48361021100,3271334.982,,,1,1,1826,0,0,38029854.77
883,48361021600,2750180.271,9190580.025,0.097717673,1,1,3605,2,0.000554785,96802563.61
884,48361022300,26800000.65,10376809.18,0.204871848,1,1,6951,94,0.013523234,77450244.82
885,48361021700,2555231.74,3646751.673,0.193259418,1,1,2129,66,0.03100047,21424954.46
886,48361021200,500990.9193,3901570.406,0.040729836,1,1,4876,18,0.00369155,96292447.59
887,48361020300,5607820.171,4266541.686,0.097268872,1,1,2217,28,0.01262968,49471202.56
888,48361022000,6254638.106,8658339.563,0.248771831,1,1,4239,171,0.040339703,41058978.44
889,48361021800,103429.5926,,,1,1,2444,0,0,24991842.26
890,48361021000,776222.1073,1767108.86,0.062287897,1,1,2072,1,0.000482625,29146242.04
891,48361022400,43465539.97,20953082.34,0.44895187,1,1,4875,91,0.018666667,90136650.62
892,48361022200,13666123.82,20921672.92,0.265998662,1,1,4306,114,0.026474686,92319425.03
893,48361021400,448974.2578,882043.0211,0.015251422,1,1,3699,20,0.005406867,58282466.62
894,48361021900,230656.1311,,,1,1,6639,0,0,55065035.01
895,48453000500,0,,,1,1,3926,0,0,1147459.223
896,48255970400,1182026.846,,,1,1,1231,0,0,294021860.5
897,48255970100,5646805.291,249515.5716,0.000313036,1,1,2345,0,0,802729836
898,48255970300,1968720.929,,,1,1,4217,0,0,484391247.8
899,48255970200,2045490.159,,,1,1,2763,0,0,365521582.8
900,48313000300,1704134.073,4257482.845,0.009372853,1,,2488,10,0.004019293,455939657.1
901,48313000100,3494197.893,12147906.95,0.042835683,1,,908,4,0.004405286,287087368.9
902,48313000200,1752730.396,21755582.43,0.049869634,1,,1937,7,0.003613836,438001816.9
903,48313000400,314127.4681,802812.3534,0.021649931,1,1,5388,50,0.009279881,37395648.82
904,48361020200,1088164.971,3568828.901,0.39758265,1,1,3775,124,0.032847682,10064484.41
905,48453000601,0,,,1,1,674,0,0,1108975.489
906,48453000603,0,,,1,1,5146,0,0,787052.2917
907,48453000604,0,,,1,1,3485,0,0,664212.7256
908,48453000801,0,,,1,1,1596,0,0,1287223.222
909,48453000802,0,,,1,1,3035,0,0,1705038.928
910,48453000803,0,,,1,1,2104,0,0,1439272.047
911,48453000804,0,,,1,1,2221,0,0,1043479.758
912,48453000901,0,,,1,1,1994,0,0,863711.0454
913,48361020500,165970.4648,,,1,1,3170,0,0,8415442.923
914,48029130402,0,,,1,,3820,0,0,2580358.159
915,48029131503,0,,,1,,2894,0,0,2176412.541
916,48399950500,1084658.377,,,,,1761,0,0,615613142
917,48399950600,3303670.763,,,,,4281,0,0,890845143.9
918,48399950100,4515892.185,40334.8508,3.35E-05,,,1221,0,0,1210014367
919,48399950200,2706.777557,,,,,2389,0,0,10008474.8
920,48361020900,155498.1664,,,1,1,3558,0,0,5365870.18
921,48019000101,459891.1434,496120.5442,0.002181188,1,,3955,9,0.002275601,227914196.4
922,48021950502,5212314.53,4764092.074,0.013903196,1,1,6068,72,0.011865524,347873955.2
923,48027980003,468703.844,179612.4089,0.001228729,1,,,,,146646054.6
924,48027023403,5911963.749,81559.11523,0.000492837,1,,5851,0,0,171400940.3
925,48027023404,6199525.782,694292.248,0.001914605,1,,3109,14,0.004503056,368829064.8
926,48027021903,0,,,1,,8328,0,0,7462228.301
927,48027023204,70474.56718,,,1,,1246,0,0,24817756.2
928,48027980002,7941.964813,,,1,,,,,7500382.359
929,48477170100,278222.1736,3873639.857,0.057355061,1,1,2940,17,0.005782313,67816114.78
930,48477170600,7111002.351,58631217.77,0.113781743,1,1,4148,38,0.009161041,522406482.7
931,48477170400,182245.8733,1993406.264,0.024554681,1,1,4526,4,0.000883783,81364577.88
932,48477170500,26489219.88,27373370.92,0.034410261,1,1,7064,42,0.00594564,821989506.3
933,48477170300,81545.6898,,,1,1,4461,0,0,34186174.96
934,48477170200,372452.2281,205578.0804,0.00270912,1,1,5540,7,0.001263538,76256172.53
935,48029121908,32397.83042,,,1,,3294,0,0,42598471.8
936,48029110300,0,,,1,,2626,0,0,1544973.444
937,48261990000,319865546.3,997016.3184,0.013234758,,,,,,395198721.3
938,48281950301,222745.8257,,,1,,6424,0,0,116773283
939,48453001603,0,,,1,1,4991,0,0,2549439.313
940,48453001605,0,,,1,1,4004,0,0,1886680.425
941,48453001606,0,,,1,1,,,,501769.4888
942,48267950100,4276868.026,1754060.78,0.00054509,,,2174,0,0,3222204828
943,48267950200,65707.06819,,,1,,2085,0,0,5149883.079
944,48083950700,26677292.07,283664.7337,0.000153178,1,,2681,0,0,1878543310
945,48083950300,191394.724,,,1,,4333,0,0,58902540.75
946,48083950600,13393194.41,2138428.356,0.001579098,1,,1281,14,0.010928962,1367601614
947,48029121803,1820.592911,,,1,,3950,0,0,3295967.387
948,48361021300,327702.7753,646989.6903,0.022715161,1,1,5804,78,0.013439008,28810428.38
949,48029121812,0,,,1,,6293,0,0,3471452.995
950,48453001705,773.8895187,,,1,1,4758,0,0,5319669.429
951,48453001706,0,,,1,1,3565,0,0,2648445.281
952,48453001707,0,,,1,1,4697,0,0,2784061.167
953,48029130300,0,,,1,,2978,0,0,1205595.412
954,48029130500,0,,,1,,4156,0,0,2277013.275
955,48029130600,0,,,1,,3542,0,0,2028463.472
956,48029130700,0,,,1,,2146,0,0,1499669.654
957,48029131000,0,,,1,,4302,0,0,5542688.005
958,48453001712,0,,,1,1,4378,0,0,2306609.54
959,48453001713,0,,,1,1,4029,0,0,2573744.182
960,48453001718,0,,,1,1,5880,0,0,3505646.028
961,48029121404,0,,,1,,4445,0,0,6740220.679
962,48029121501,0,,,1,,8558,0,0,5841886.076
963,48029121504,0,,,1,,6292,0,0,3880690.813
964,48029121507,0,,,1,,4049,0,0,2661148.988
965,48029121508,0,,,1,,4002,0,0,2225735.444
966,48029121601,15172.24767,,,1,,4845,0,0,3704425.186
967,48053960600,987724.9378,,,1,,3674,0,0,150052560.9
968,48053960700,1925324.059,,,1,,6086,0,0,66195547.51
969,48053960200,12056046.22,1355258.012,0.001774643,1,,2901,85,0.029300241,775735414
970,48053960300,261340.0543,,,1,,5526,0,0,57732206.66
971,48053960500,9580374.961,252572.5142,0.01038948,1,,5167,63,0.012192762,33890784.85
972,48053960100,1359178.477,489791.5023,0.000618352,1,,5846,0,0,793451257.7
973,48053960400,22327203.49,1676550.766,0.004605661,1,,4832,88,0.018211921,386346813.8
974,48053960800,11575969.82,616239.1273,0.001716424,1,,5559,92,0.016549739,370600860
975,48453001716,0,,,1,1,6129,0,0,20768799.45
976,48453001747,0,,,1,1,5193,0,0,2369419.031
977,48453001823,0,,,1,1,6626,0,0,2451190.01
978,48453002307,4392.364334,,,1,1,5276,0,0,2112273.872
979,48453001908,46825.13191,,,1,1,9030,0,0,32241370.01
980,48453001719,327842.0293,,,1,1,4013,0,0,5149543.07
981,48453001722,1805.405273,,,1,1,3616,0,0,2744388.231
982,48453001728,0,,,1,1,6840,0,0,3598782.773
983,48453001729,0,,,1,1,4345,0,0,3140027.496
984,48409010500,46211.53114,7536133.493,0.494461179,1,1,1934,673,0.347983454,15287313.56
985,48029131504,0,,,1,,4011,0,0,4186422.836
986,48029980004,0,,,1,,,,,9756842.999
987,48029121604,780.360054,,,1,,7993,0,0,4866883.619
988,48029121802,18719.31065,,,1,,7605,0,0,8760031.784
989,48185180302,2440243.988,12146452.45,0.024815323,1,1,3140,6,0.001910828,491914134.9
990,48185180101,1682925.196,18234628.61,0.096150488,1,1,4212,75,0.017806268,191329689.8
991,48185180200,2041743.091,8976239.424,0.028967902,1,1,6308,18,0.002853519,311910219.2
992,48185180102,1491699.529,2103016.191,0.010900214,1,1,4135,6,0.001451028,194425178.4
993,48321730700,9595848.095,144811013.9,0.182545707,1,1,3923,143,0.036451695,802882203
994,48321730400,641231.5724,13628654.16,0.217301533,1,1,2139,98,0.045815802,63358938.05
995,48321730100,976274.9729,12506225.21,0.182297349,1,1,2510,28,0.011155378,69579716.9
996,48321730501,346124848.3,280452314.4,0.313356549,1,1,3013,523,0.173581148,1241119142
997,48321730600,384940301.8,81627255.4,0.182689458,1,1,5656,43,0.007602546,831749073.9
998,48453001746,0,,,1,1,3969,0,0,2504885.598
999,48453001765,11085877.98,717925.7032,0.010371462,1,1,14389,168,0.011675586,80307138.45
1000,48453001737,0,,,1,1,10298,0,0,8561538.358
1001,48453001766,7409267.844,449618.6289,0.001610462,1,1,7698,16,0.002078462,286595356.5
1002,48453002003,0,,,1,1,3712,0,0,1982322.159
1003,48453001819,0,,,1,1,3908,0,0,895195.3263
1004,48453001714,11087.89668,,,1,1,14717,0,0,17574865.78
1005,48453001748,0,,,1,1,6091,0,0,5334925.868
1006,48453001901,7823.537705,,,1,1,5327,0,0,3952217.27
1007,48453002402,0,,,1,1,7652,0,0,3561911.184
1008,48453000101,0,,,1,1,4033,0,0,3112546.145
1009,48453002313,8267.515686,,,1,1,4024,0,0,2422745.353
1010,48453000700,0,,,1,1,1000,0,0,1608735.118
1011,48453001849,0,,,1,1,6491,0,0,7439307.183
1012,48453002421,6687.74711,,,1,1,9456,0,0,8139787.785
1013,48453001604,363278.7159,,,1,1,3969,0,0,3308229.593
1014,48453001910,280913.4591,,,1,1,4352,0,0,7061671.101
1015,48453002407,31925.96297,,,1,1,5341,0,0,15290056.8
1016,48453002315,0,,,1,1,2809,0,0,475875.9724
1017,48453001308,0,,,1,1,2701,0,0,1300843.669
1018,48453001911,88462.33318,,,1,1,2982,0,0,3334741.463
1019,48453001761,777657.2878,,,1,1,7169,0,0,29923805.36
1020,48453001755,0,,,1,1,6035,0,0,7410140.599
1021,48029191816,0,,,1,,2856,0,0,2903586.611
1022,48453001733,2755.970642,,,1,1,3991,0,0,22478838.12
1023,48453001738,0,,,1,1,6628,0,0,4945435.044
1024,48453001741,7399059.012,707477.388,0.058475379,1,1,2828,58,0.020509194,19497781.82
1025,48409010700,7466916.723,163595487,0.256280988,1,1,3273,888,0.271310724,645811116.4
1026,48409010603,75233.3134,1880281.58,0.551634967,1,1,2610,800,0.30651341,3483794.635
1027,48409010601,673953.5036,2676720.877,0.357954681,1,1,5732,1089,0.189986043,8151774.231
1028,48409011000,101556.9606,29528.36508,0.001014575,1,1,6568,0,0,29205728.91
1029,48409010900,7108569.467,3363981.524,0.005797604,1,1,4557,0,0,587345110.9
1030,48409011300,17049.74098,,,1,1,4588,0,0,28511193.6
1031,48409011200,19999339.75,968020.0155,0.002591455,1,1,3376,79,0.023400474,393542349.1
1032,48029121120,0,,,1,,4856,0,0,4506565.807
1033,48029191303,0,,,1,,1562,0,0,2320853.556
1034,48057000400,57237120.07,130065829.7,0.307277441,1,1,6270,1262,0.201275917,480521786.2
1035,48057000300,331424496.8,15286254.21,0.104689494,1,1,1546,135,0.087322122,477439664.5
1036,48057000200,8740074.352,685272.3226,0.230733588,1,1,3720,591,0.158870968,11710046.5
1037,48057000100,8636711.076,2251370.529,0.224601597,1,1,5056,737,0.145767405,18660551.5
1038,48167721700,381353.6025,1076955.787,0.092165992,1,1,9057,213,0.023517721,12066312.44
1039,48167722100,0,18778.90445,0.004907328,1,1,6630,40,0.006033183,3826706.815
1040,48167722300,0,,,1,1,6222,0,0,4178605.94
1041,48167722600,30738.87069,248923.4861,0.052770149,1,1,2106,0,0,4747865.842
1042,48167722700,4427.859787,165934.9428,0.035769001,1,1,4193,10,0.002384927,4643499.09
1043,48247950200,9468.088066,,,1,,2038,0,0,54707883.15
1044,48139060500,0,,,,,2966,0,0,5775599.57
1045,48139060600,0,,,,,8851,0,0,8968421.127
1046,48139061400,0,,,,,7369,0,0,19349884.21
1047,48041001301,0,,,1,1,2788,0,0,1638613.736
1048,48041001303,0,,,1,1,4734,0,0,2303112.606
1049,48041001400,0,,,1,1,1959,0,0,1404463.502
1050,48041002015,0,,,1,1,,,,2938772.17
1051,48041001601,0,,,1,1,4192,0,0,2400256.733
1052,48041001604,0,,,1,1,5071,0,0,2558295.938
1053,48321730202,744530.8218,65912330.3,0.461150855,1,1,1557,303,0.19460501,143674614.2
1054,48321730302,0,83357.14959,0.021557298,1,1,4214,16,0.003796868,3866771.851
1055,48321730201,167363.9212,78176615.33,0.290935397,1,1,6930,542,0.078210678,268875176.2
1056,48355003002,1605749.497,4220189.268,0.505127549,1,1,4393,1730,0.393808331,9960449.678
1057,48355003101,23522091.95,3868611.091,0.612428367,1,1,5520,636,0.115217391,29838930.73
1058,48469000201,0,713115.0595,0.310039401,1,1,3179,817,0.256999056,2300078.747
1059,48469000202,0,1491716.068,0.315322459,1,1,5854,1258,0.214895798,4730763.702
1060,48469000301,335148.0773,4463172.539,0.415563136,1,1,1599,132,0.082551595,11075207.01
1061,48469000302,0,602644.6582,0.176751301,1,1,1926,282,0.146417445,3409562.65
1062,48469000400,568957.3567,3042951.254,0.445079714,1,1,1762,259,0.146992054,7405825.501
1063,48245990000,291466493.6,,,1,1,,,,291606649.4
1064,48029121000,0,,,1,,7001,0,0,6651447.765
1065,48469000501,0,1616521.347,0.520011842,1,1,3851,2315,0.60114256,3108624.279
1066,48469000601,0,686797.8664,0.344631761,1,1,2993,1313,0.438690277,1992845.573
1067,48469000602,0,1884742.436,0.649662435,1,1,4617,3413,0.739224605,2901110.336
1068,48469001501,2376347.768,25110251.32,0.088924438,1,1,3385,294,0.086853767,284753751.1
1069,48029161400,0,,,1,,1590,0,0,11004923.11
1070,48029190700,0,,,1,,2719,0,0,1456318.096
1071,48029110100,3385.099251,,,1,,2291,0,0,3535769.924
1072,48029120800,0,,,1,,6426,0,0,4823627.087
1073,48041001804,0,,,1,1,1336,0,0,1455821.842
1074,48041002006,0,,,1,1,1781,0,0,1052769.516
1075,48041000102,1272190.516,21644969.72,0.103108257,1,1,5849,14,0.002393572,211196896
1076,48041000103,1205847.672,4219713.908,0.017753825,1,1,1713,9,0.00525394,238884989.8
